newid,topics,primary_topic,word_count,char_count
19419,acq,acq,83,490
19420,acq,acq,71,414
19421,,NO_TOPIC,13,66
19422,earn,earn,40,177
19423,,NO_TOPIC,82,432
19424,earn,earn,39,171
19425,,NO_TOPIC,483,2949
19426,acq,acq,64,414
19427,earn,earn,64,230
19428,acq,acq,233,1287
19429,,NO_TOPIC,77,446
19430,,NO_TOPIC,97,543
19431,zinc;lead,zinc,141,797
19432,acq,acq,826,5146
19433,trade,trade,203,1230
19434,,NO_TOPIC,110,635
19435,acq,acq,101,534
19436,,NO_TOPIC,61,341
19437,,NO_TOPIC,73,440
19438,,NO_TOPIC,22,109
19439,,NO_TOPIC,22,105
19440,earn,earn,56,234
19441,acq,acq,59,346
19442,,NO_TOPIC,81,468
19443,,NO_TOPIC,53,313
19444,trade;bop,trade,200,1257
19445,,NO_TOPIC,42,282
19446,,NO_TOPIC,36,241
19447,acq,acq,75,455
19448,acq,acq,84,470
19449,,NO_TOPIC,72,411
19450,earn,earn,47,219
19451,acq,acq,95,494
19452,,NO_TOPIC,99,623
19453,acq,acq,46,303
19454,,NO_TOPIC,118,645
19455,,NO_TOPIC,76,439
19456,,NO_TOPIC,288,1760
19457,,NO_TOPIC,142,822
19458,coffee,coffee,14,67
19459,earn,earn,31,138
19460,,NO_TOPIC,23,118
19461,acq,acq,14,80
19462,acq,acq,48,307
19463,nat-gas,nat-gas,9,56
19464,acq,acq,82,475
19465,,NO_TOPIC,109,560
19466,earn,earn,31,134
19467,,NO_TOPIC,21,112
19468,,NO_TOPIC,75,473
19469,,NO_TOPIC,107,591
19470,acq,acq,66,336
19471,nat-gas,nat-gas,306,1813
19472,,NO_TOPIC,61,333
19473,acq,acq,92,540
19474,earn,earn,63,247
19475,earn,earn,57,223
19476,,NO_TOPIC,178,1029
19477,lead;zinc,lead,111,627
19478,gnp,gnp,678,3960
19479,,NO_TOPIC,286,1680
19480,coffee,coffee,122,676
19481,,NO_TOPIC,136,835
19482,acq,acq,72,406
19483,interest,interest,515,3011
19484,,NO_TOPIC,339,2041
19485,,NO_TOPIC,463,2915
19486,,NO_TOPIC,79,470
19487,interest,interest,15,75
19488,,NO_TOPIC,102,628
19489,money-fx,money-fx,192,1169
19490,,NO_TOPIC,584,3354
19491,ship,ship,104,651
19492,crude,crude,130,701
19493,,NO_TOPIC,99,543
19494,,NO_TOPIC,500,2941
19495,,NO_TOPIC,315,1955
19496,,NO_TOPIC,197,1234
19497,crude;fuel;naphtha,crude,498,2836
19498,,NO_TOPIC,155,920
19499,crude,crude,551,3048
19500,cocoa,cocoa,88,558
19501,acq,acq,14,74
19502,,NO_TOPIC,90,498
19503,,NO_TOPIC,90,571
19504,,NO_TOPIC,196,1055
19505,crude,crude,274,1644
19506,crude,crude,109,605
19507,acq,acq,190,1150
19508,,NO_TOPIC,317,2011
19509,crude,crude,466,2563
19510,acq,acq,234,1297
19511,interest,interest,293,1656
19512,interest,interest,158,878
19513,cpi,cpi,17,79
19514,,NO_TOPIC,105,599
19515,earn,earn,56,266
19516,,NO_TOPIC,212,1301
19517,,NO_TOPIC,100,579
19518,,NO_TOPIC,20,101
19519,,NO_TOPIC,0,0
19520,,NO_TOPIC,0,0
19521,,NO_TOPIC,0,0
19522,,NO_TOPIC,0,0
19523,,NO_TOPIC,0,0
19524,,NO_TOPIC,0,0
19525,,NO_TOPIC,180,1147
19526,,NO_TOPIC,155,848
19527,,NO_TOPIC,321,1847
19528,,NO_TOPIC,173,1111
19529,interest,interest,71,368
19530,,NO_TOPIC,436,2731
19531,,NO_TOPIC,108,569
19532,,NO_TOPIC,642,4087
19533,,NO_TOPIC,108,617
19534,veg-oil,veg-oil,199,1214
19535,,NO_TOPIC,113,658
19536,,NO_TOPIC,218,1203
19537,money-fx;nkr,money-fx,12,78
19538,,NO_TOPIC,627,3787
19539,trade,trade,304,1802
19540,alum,alum,288,1767
19541,money-fx;nkr,money-fx,209,1190
19542,,NO_TOPIC,111,649
19543,,NO_TOPIC,377,2194
19544,,NO_TOPIC,588,3486
19545,interest,interest,17,76
19546,trade,trade,231,1289
19547,interest,interest,17,84
19548,,NO_TOPIC,101,542
19549,grain;wheat;oilseed;rapeseed,grain,130,653
19550,,NO_TOPIC,12,60
19551,veg-oil,veg-oil,239,1403
19552,,NO_TOPIC,140,741
19553,,NO_TOPIC,293,1638
19554,,NO_TOPIC,175,873
19555,trade;livestock;hog,trade,195,1239
19556,crude,crude,468,2937
19557,interest,interest,204,1206
19558,,NO_TOPIC,181,1027
19559,crude,crude,468,2510
19560,crude,crude,146,767
19561,earn,earn,70,314
19562,earn,earn,85,420
19563,,NO_TOPIC,265,1438
19564,,NO_TOPIC,100,599
19565,,NO_TOPIC,210,1192
19566,,NO_TOPIC,82,482
19567,,NO_TOPIC,110,607
19568,bop,bop,15,91
19569,trade,trade,14,82
19570,cocoa;cotton;coffee,cocoa,271,1591
19571,earn,earn,80,376
19572,acq,acq,35,207
19573,,NO_TOPIC,16,78
19574,,NO_TOPIC,94,608
19575,,NO_TOPIC,314,1935
19576,,NO_TOPIC,78,496
19577,,NO_TOPIC,66,405
19578,,NO_TOPIC,65,411
19579,,NO_TOPIC,68,392
19580,,NO_TOPIC,130,816
19581,,NO_TOPIC,158,853
19582,,NO_TOPIC,123,773
19583,,NO_TOPIC,109,680
19584,,NO_TOPIC,96,617
19585,,NO_TOPIC,111,606
19586,,NO_TOPIC,0,0
19587,,NO_TOPIC,14,75
19588,,NO_TOPIC,559,3071
19589,,NO_TOPIC,905,5329
19590,,NO_TOPIC,201,1066
19591,,NO_TOPIC,207,1256
19592,,NO_TOPIC,10,64
19593,,NO_TOPIC,97,543
19594,,NO_TOPIC,131,769
19595,,NO_TOPIC,12,74
19596,,NO_TOPIC,327,2027
19597,,NO_TOPIC,204,1308
19598,,NO_TOPIC,111,559
19599,,NO_TOPIC,98,586
19600,,NO_TOPIC,70,444
19601,,NO_TOPIC,83,539
19602,,NO_TOPIC,107,667
19603,,NO_TOPIC,12,48
19604,,NO_TOPIC,582,3586
19605,,NO_TOPIC,104,671
19606,,NO_TOPIC,112,596
19607,,NO_TOPIC,65,366
19608,,NO_TOPIC,83,505
19609,,NO_TOPIC,68,348
19610,,NO_TOPIC,58,247
19611,,NO_TOPIC,143,855
19612,,NO_TOPIC,71,379
19613,,NO_TOPIC,81,429
19614,,NO_TOPIC,40,231
19615,,NO_TOPIC,79,546
19616,,NO_TOPIC,20,87
19617,,NO_TOPIC,433,2454
19618,,NO_TOPIC,327,1829
19619,,NO_TOPIC,198,982
19620,,NO_TOPIC,169,1100
19621,,NO_TOPIC,87,496
19622,,NO_TOPIC,102,651
19623,,NO_TOPIC,132,808
19624,,NO_TOPIC,17,77
19625,cpi,cpi,92,442
19626,,NO_TOPIC,99,541
19627,,NO_TOPIC,171,1016
19628,,NO_TOPIC,60,361
19629,,NO_TOPIC,103,651
19630,acq;oilseed;sunseed;soybean,acq,76,457
19631,acq,acq,12,71
19632,,NO_TOPIC,43,250
19633,,NO_TOPIC,86,456
19634,,NO_TOPIC,29,191
19635,acq,acq,53,366
19636,,NO_TOPIC,29,174
19637,,NO_TOPIC,267,1653
19638,,NO_TOPIC,93,511
19639,earn,earn,37,167
19640,,NO_TOPIC,87,530
19641,,NO_TOPIC,194,1208
19642,earn,earn,45,177
19643,,NO_TOPIC,87,447
19644,earn,earn,112,476
19645,acq,acq,55,355
19646,,NO_TOPIC,87,482
19647,earn,earn,52,248
19648,earn,earn,60,238
19649,acq,acq,103,589
19650,earn,earn,38,186
19651,earn,earn,74,324
19652,,NO_TOPIC,90,580
19653,cpi,cpi,112,565
19654,acq,acq,60,379
19655,earn,earn,38,173
19656,,NO_TOPIC,107,641
19657,earn,earn,40,161
19658,trade,trade,119,686
19659,,NO_TOPIC,49,294
19660,,NO_TOPIC,749,4340
19661,,NO_TOPIC,89,494
19662,,NO_TOPIC,175,1084
19663,acq,acq,100,628
19664,gas,gas,109,658
19665,,NO_TOPIC,93,590
19666,acq,acq,70,375
19667,earn,earn,52,220
19668,grain;rye;wheat;barley;oat;oilseed;rapeseed;sugar,grain,146,802
19669,,NO_TOPIC,53,325
19670,,NO_TOPIC,94,555
19671,,NO_TOPIC,10,61
19672,trade;tea;coffee;cotton;castor-oil,trade,249,1567
19673,,NO_TOPIC,153,830
19674,earn,earn,99,412
19675,acq,acq,10,79
19676,,NO_TOPIC,101,628
19677,,NO_TOPIC,207,1192
19678,,NO_TOPIC,199,1146
19679,acq,acq,268,1618
19680,earn,earn,66,281
19681,acq,acq,69,469
19682,,NO_TOPIC,103,528
19683,acq,acq,390,2339
19684,ship;crude,ship,518,3041
19685,,NO_TOPIC,112,644
19686,,NO_TOPIC,26,171
19687,,NO_TOPIC,132,775
19688,,NO_TOPIC,249,1467
19689,interest;money-fx,interest,8,45
19690,acq,acq,65,398
19691,,NO_TOPIC,98,528
19692,zinc,zinc,62,313
19693,interest;money-fx,interest,60,342
19694,,NO_TOPIC,111,642
19695,,NO_TOPIC,91,560
19696,,NO_TOPIC,85,505
19697,acq,acq,85,513
19698,,NO_TOPIC,125,652
19699,acq,acq,61,359
19700,,NO_TOPIC,35,224
19701,,NO_TOPIC,159,904
19702,acq,acq,92,524
19703,acq,acq,95,484
19704,earn,earn,38,155
19705,,NO_TOPIC,107,564
19706,acq,acq,13,69
19707,,NO_TOPIC,198,1286
19708,,NO_TOPIC,47,239
19709,,NO_TOPIC,51,311
19710,earn,earn,32,138
19711,acq,acq,45,294
19712,earn,earn,37,168
19713,acq,acq,307,1752
19714,,NO_TOPIC,53,324
19715,,NO_TOPIC,260,1476
19716,,NO_TOPIC,172,1059
19717,,NO_TOPIC,161,1002
19718,,NO_TOPIC,54,331
19719,acq,acq,79,476
19720,,NO_TOPIC,78,496
19721,grain;corn;oilseed;soybean,grain,267,1512
19722,,NO_TOPIC,204,1058
19723,earn,earn,45,197
19724,,NO_TOPIC,191,1146
19725,,NO_TOPIC,36,179
19726,acq,acq,11,68
19727,acq,acq,77,486
19728,,NO_TOPIC,195,1014
19729,,NO_TOPIC,104,639
19730,,NO_TOPIC,14,70
19731,acq,acq,41,246
19732,acq,acq,81,494
19733,,NO_TOPIC,65,392
19734,acq,acq,221,1370
19735,,NO_TOPIC,74,448
19736,,NO_TOPIC,163,1035
19737,acq,acq,113,605
19738,,NO_TOPIC,208,1277
19739,,NO_TOPIC,85,557
19740,,NO_TOPIC,73,414
19741,,NO_TOPIC,105,632
19742,earn,earn,55,235
19743,,NO_TOPIC,36,255
19744,acq,acq,92,562
19745,earn,earn,30,124
19746,,NO_TOPIC,149,827
19747,,NO_TOPIC,160,1029
19748,acq,acq,12,81
19749,,NO_TOPIC,122,623
19750,,NO_TOPIC,74,404
19751,acq,acq,294,1767
19752,,NO_TOPIC,154,781
19753,,NO_TOPIC,109,648
19754,,NO_TOPIC,106,637
19755,,NO_TOPIC,14,70
19756,ship;crude,ship,101,587
19757,,NO_TOPIC,74,453
19758,acq,acq,87,518
19759,,NO_TOPIC,98,608
19760,acq,acq,492,2859
19761,earn,earn,98,422
19762,acq,acq,108,664
19763,acq,acq,48,308
19764,gold;zinc;lead;silver,gold,119,645
19765,,NO_TOPIC,84,446
19766,acq,acq,64,394
19767,acq,acq,212,1166
19768,,NO_TOPIC,14,79
19769,acq,acq,73,394
19770,,NO_TOPIC,70,398
19771,,NO_TOPIC,55,285
19772,,NO_TOPIC,104,594
19773,acq,acq,87,519
19774,,NO_TOPIC,140,884
19775,interest,interest,199,1168
19776,,NO_TOPIC,184,1140
19777,,NO_TOPIC,94,546
19778,,NO_TOPIC,90,576
19779,,NO_TOPIC,108,636
19780,acq,acq,90,467
19781,copper,copper,172,1098
19782,,NO_TOPIC,61,399
19783,,NO_TOPIC,169,1112
19784,earn,earn,41,216
19785,,NO_TOPIC,106,641
19786,copper,copper,112,632
19787,earn,earn,161,723
19788,earn,earn,44,211
19789,,NO_TOPIC,62,400
19790,earn,earn,45,197
19791,,NO_TOPIC,24,117
19792,,NO_TOPIC,24,125
19793,,NO_TOPIC,25,125
19794,,NO_TOPIC,26,124
19795,,NO_TOPIC,21,109
19796,acq,acq,98,555
19797,,NO_TOPIC,235,1460
19798,,NO_TOPIC,139,770
19799,acq,acq,132,743
19800,,NO_TOPIC,149,888
19801,,NO_TOPIC,47,266
19802,gold,gold,91,512
19803,earn,earn,52,202
19804,,NO_TOPIC,90,538
19805,,NO_TOPIC,70,454
19806,,NO_TOPIC,216,1338
19807,coffee,coffee,164,997
19808,gold,gold,89,503
19809,,NO_TOPIC,97,515
19810,acq,acq,114,624
19811,,NO_TOPIC,82,481
19812,earn,earn,41,193
19813,,NO_TOPIC,65,427
19814,,NO_TOPIC,111,613
19815,earn,earn,115,566
19816,,NO_TOPIC,168,1018
19817,,NO_TOPIC,20,113
19818,,NO_TOPIC,93,499
19819,,NO_TOPIC,106,634
19820,,NO_TOPIC,53,324
19821,oilseed;soybean;grain;wheat;corn,oilseed,16,82
19822,,NO_TOPIC,20,106
19823,acq,acq,32,197
19824,,NO_TOPIC,117,667
19825,,NO_TOPIC,766,4703
19826,acq,acq,57,375
19827,,NO_TOPIC,52,339
19828,acq,acq,428,2566
19829,,NO_TOPIC,92,545
19830,acq,acq,64,428
19831,acq,acq,178,977
19832,crude,crude,378,2215
19833,acq,acq,153,850
19834,,NO_TOPIC,114,646
19835,grain;rice;cotton,grain,130,786
19836,,NO_TOPIC,148,858
19837,acq,acq,112,637
19838,,NO_TOPIC,91,581
19839,acq,acq,63,389
19840,,NO_TOPIC,74,491
19841,,NO_TOPIC,112,609
19842,,NO_TOPIC,77,432
19843,,NO_TOPIC,20,98
19844,crude,crude,211,1202
19845,,NO_TOPIC,170,1079
19846,,NO_TOPIC,100,577
19847,,NO_TOPIC,97,582
19848,,NO_TOPIC,815,4963
19849,,NO_TOPIC,298,1868
19850,earn,earn,63,250
19851,,NO_TOPIC,74,435
19852,,NO_TOPIC,356,2166
19853,,NO_TOPIC,14,69
19854,earn,earn,89,371
19855,,NO_TOPIC,90,572
19856,acq,acq,33,188
19857,,NO_TOPIC,46,294
19858,,NO_TOPIC,83,479
19859,,NO_TOPIC,76,490
19860,acq,acq,39,251
19861,,NO_TOPIC,113,707
19862,earn,earn,95,454
19863,,NO_TOPIC,83,467
19864,acq,acq,66,393
19865,earn,earn,44,182
19866,acq,acq,82,482
19867,veg-oil,veg-oil,281,1649
19868,,NO_TOPIC,25,151
19869,money-fx;crude,money-fx,269,1591
19870,acq,acq,70,439
19871,,NO_TOPIC,274,1593
19872,acq,acq,14,66
19873,,NO_TOPIC,107,614
19874,acq,acq,60,345
19875,interest;housing,interest,373,2162
19876,,NO_TOPIC,88,504
19877,,NO_TOPIC,628,3648
19878,,NO_TOPIC,83,478
19879,,NO_TOPIC,72,440
19880,acq,acq,104,551
19881,,NO_TOPIC,68,404
19882,ship,ship,317,1869
19883,,NO_TOPIC,90,504
19884,,NO_TOPIC,56,292
19885,,NO_TOPIC,79,496
19886,,NO_TOPIC,95,617
19887,earn,earn,54,204
19888,,NO_TOPIC,118,640
19889,,NO_TOPIC,19,92
19890,acq,acq,136,722
19891,,NO_TOPIC,78,470
19892,acq,acq,59,362
19893,,NO_TOPIC,15,63
19894,,NO_TOPIC,86,570
19895,acq,acq,84,538
19896,,NO_TOPIC,93,548
19897,,NO_TOPIC,758,4202
19898,,NO_TOPIC,206,1232
19899,,NO_TOPIC,11,52
19900,acq,acq,8,66
19901,,NO_TOPIC,35,181
19902,acq,acq,78,486
19903,crude;naphtha;pet-chem,crude,145,924
19904,,NO_TOPIC,79,464
19905,,NO_TOPIC,51,316
19906,acq,acq,57,360
19907,,NO_TOPIC,66,435
19908,,NO_TOPIC,82,531
19909,,NO_TOPIC,289,1709
19910,,NO_TOPIC,23,113
19911,,NO_TOPIC,23,78
19912,acq,acq,97,595
19913,acq,acq,32,173
19914,,NO_TOPIC,66,412
19915,earn,earn,65,302
19916,,NO_TOPIC,89,562
19917,,NO_TOPIC,59,352
19918,trade;trade,trade,411,2292
19919,,NO_TOPIC,102,524
19920,,NO_TOPIC,109,714
19921,acq,acq,14,75
19922,,NO_TOPIC,86,493
19923,,NO_TOPIC,10,58
19924,,NO_TOPIC,60,346
19925,,NO_TOPIC,25,113
19926,,NO_TOPIC,213,1296
19927,crude,crude,127,730
19928,,NO_TOPIC,103,522
19929,,NO_TOPIC,111,649
19930,acq,acq,469,2727
19931,,NO_TOPIC,339,2088
19932,,NO_TOPIC,126,835
19933,earn,earn,53,264
19934,,NO_TOPIC,111,634
19935,acq,acq,62,357
19936,,NO_TOPIC,118,637
19937,,NO_TOPIC,147,877
19938,,NO_TOPIC,14,75
19939,acq,acq,11,73
19940,,NO_TOPIC,183,1203
19941,,NO_TOPIC,102,575
19942,,NO_TOPIC,97,613
19943,acq,acq,98,562
19944,,NO_TOPIC,83,508
19945,,NO_TOPIC,96,604
19946,acq,acq,186,1086
19947,trade;grain;rice;cotton,trade,400,2343
19948,,NO_TOPIC,164,906
19949,,NO_TOPIC,516,3114
19950,acq,acq,285,1773
19951,,NO_TOPIC,99,573
19952,,NO_TOPIC,193,1179
19953,,NO_TOPIC,180,1007
19954,,NO_TOPIC,98,503
19955,acq,acq,146,928
19956,,NO_TOPIC,113,647
19957,earn,earn,42,205
19958,,NO_TOPIC,430,2549
19959,acq,acq,110,615
19960,,NO_TOPIC,112,654
19961,,NO_TOPIC,210,1213
19962,acq,acq,95,605
19963,acq,acq,62,332
19964,grain,grain,269,1593
19965,acq,acq,14,61
19966,earn,earn,35,150
19967,,NO_TOPIC,89,543
19968,acq,acq,348,2118
19969,,NO_TOPIC,59,333
19970,,NO_TOPIC,95,631
19971,,NO_TOPIC,89,496
19972,,NO_TOPIC,20,92
19973,,NO_TOPIC,77,442
19974,,NO_TOPIC,264,1631
19975,acq,acq,50,332
19976,,NO_TOPIC,177,1081
19977,,NO_TOPIC,100,621
19978,earn,earn,54,197
19979,,NO_TOPIC,201,1113
19980,,NO_TOPIC,121,774
19981,acq,acq,99,561
19982,tea,tea,171,981
19983,acq,acq,105,572
19984,acq,acq,87,502
19985,jobs,jobs,13,67
19986,jobs,jobs,235,1260
19987,,NO_TOPIC,15,60
19988,,NO_TOPIC,13,76
19989,money-fx,money-fx,154,859
19990,,NO_TOPIC,15,75
19991,money-fx,money-fx,12,77
19992,,NO_TOPIC,10,71
19993,money-fx,money-fx,77,480
19994,,NO_TOPIC,16,71
19995,,NO_TOPIC,87,528
19996,crude;ship,crude,89,539
19997,,NO_TOPIC,15,70
19998,crude,crude,162,981
19999,,NO_TOPIC,100,609
20000,,NO_TOPIC,13,74
20001,money-fx,money-fx,403,2427
20002,,NO_TOPIC,82,483
20003,,NO_TOPIC,106,613
20004,,NO_TOPIC,295,1658
20005,cocoa,cocoa,519,3102
20006,,NO_TOPIC,15,70
20007,,NO_TOPIC,103,636
20008,crude,crude,118,663
20009,money-fx,money-fx,11,68
20010,,NO_TOPIC,13,55
20011,,NO_TOPIC,9,74
20012,money-fx,money-fx,101,628
20013,money-fx,money-fx,171,998
20014,,NO_TOPIC,12,74
20015,,NO_TOPIC,10,73
20016,money-supply,money-supply,18,79
20017,,NO_TOPIC,11,75
20018,grain;corn,grain,77,414
20019,cotton,cotton,98,564
20020,,NO_TOPIC,260,1552
20021,interest,interest,196,1196
20022,,NO_TOPIC,104,575
20023,,NO_TOPIC,164,1017
20024,,NO_TOPIC,15,72
20025,money-supply,money-supply,121,635
20026,,NO_TOPIC,199,1038
20027,,NO_TOPIC,194,1102
20028,,NO_TOPIC,605,3562
20029,,NO_TOPIC,552,3439
20030,crude;ship,crude,288,1680
20031,jet,jet,55,330
20032,interest,interest,12,77
20033,,NO_TOPIC,10,65
20034,ship,ship,76,447
20035,acq,acq,93,533
20036,,NO_TOPIC,8,62
20037,acq,acq,97,617
20038,interest,interest,493,2981
20039,acq,acq,174,996
20040,,NO_TOPIC,14,79
20041,,NO_TOPIC,10,58
20042,,NO_TOPIC,223,1220
20043,,NO_TOPIC,99,660
20044,,NO_TOPIC,12,64
20045,coconut,coconut,275,1655
20046,,NO_TOPIC,330,1943
20047,,NO_TOPIC,10,60
20048,interest,interest,513,3044
20049,,NO_TOPIC,14,82
20050,,NO_TOPIC,284,1638
20051,,NO_TOPIC,109,650
20052,grain;rice,grain,87,574
20053,,NO_TOPIC,86,505
20054,,NO_TOPIC,231,1310
20055,alum,alum,13,75
20056,,NO_TOPIC,11,71
20057,,NO_TOPIC,117,680
20058,alum,alum,55,335
20059,,NO_TOPIC,17,77
20060,,NO_TOPIC,261,1657
20061,,NO_TOPIC,326,2145
20062,money-supply,money-supply,16,65
20063,money-supply,money-supply,12,67
20064,,NO_TOPIC,485,2802
20065,,NO_TOPIC,9,64
20066,,NO_TOPIC,12,60
20067,,NO_TOPIC,11,65
20068,money-fx,money-fx,8,68
20069,,NO_TOPIC,12,74
20070,,NO_TOPIC,30,210
20071,money-fx,money-fx,156,1051
20072,,NO_TOPIC,9,67
20073,,NO_TOPIC,11,73
20074,,NO_TOPIC,16,69
20075,,NO_TOPIC,98,556
20076,,NO_TOPIC,126,701
20077,,NO_TOPIC,146,877
20078,,NO_TOPIC,8,52
20079,rubber,rubber,149,925
20080,money-fx,money-fx,116,770
20081,money-fx,money-fx,11,79
20082,money-fx,money-fx,11,71
20083,money-fx,money-fx,9,71
20084,,NO_TOPIC,9,67
20085,,NO_TOPIC,107,577
20086,,NO_TOPIC,13,68
20087,money-fx,money-fx,98,610
20088,,NO_TOPIC,176,1013
20089,money-fx,money-fx,73,462
20090,crude,crude,114,661
20091,,NO_TOPIC,176,1084
20092,crude;ship,crude,96,617
20093,crude;nat-gas,crude,221,1234
20094,,NO_TOPIC,107,610
20095,crude,crude,521,3280
20096,gold;copper,gold,14,89
20097,,NO_TOPIC,17,76
20098,,NO_TOPIC,17,76
20099,,NO_TOPIC,307,1785
20100,,NO_TOPIC,11,68
20101,crude;ship,crude,297,1712
20102,,NO_TOPIC,88,509
20103,crude;ship,crude,96,617
20104,,NO_TOPIC,10,72
20105,earn,earn,82,320
20106,housing,housing,22,85
20107,,NO_TOPIC,13,79
20108,,NO_TOPIC,11,61
20109,,NO_TOPIC,56,334
20110,,NO_TOPIC,13,61
20111,,NO_TOPIC,12,74
20112,earn,earn,32,129
20113,,NO_TOPIC,55,302
20114,acq,acq,108,643
20115,,NO_TOPIC,59,344
20116,housing,housing,310,1629
20117,earn,earn,56,210
20118,earn,earn,55,202
20119,earn,earn,112,475
20120,,NO_TOPIC,12,47
20121,,NO_TOPIC,16,86
20122,,NO_TOPIC,11,42
20123,,NO_TOPIC,151,896
20124,,NO_TOPIC,84,535
20125,,NO_TOPIC,100,511
20126,,NO_TOPIC,13,63
20127,reserves,reserves,14,71
20128,,NO_TOPIC,79,457
20129,earn,earn,136,597
20130,,NO_TOPIC,12,76
20131,,NO_TOPIC,13,65
20132,earn,earn,41,163
20133,,NO_TOPIC,154,857
20134,,NO_TOPIC,88,549
20135,earn,earn,126,533
20136,,NO_TOPIC,15,75
20137,acq,acq,110,606
20138,earn,earn,131,574
20139,,NO_TOPIC,12,61
20140,earn,earn,58,217
20141,,NO_TOPIC,75,461
20142,acq,acq,76,483
20143,,NO_TOPIC,11,47
20144,,NO_TOPIC,11,44
20145,interest,interest,15,78
20146,,NO_TOPIC,105,587
20147,,NO_TOPIC,14,53
20148,,NO_TOPIC,16,62
20149,,NO_TOPIC,103,586
20150,,NO_TOPIC,13,53
20151,earn,earn,62,296
20152,,NO_TOPIC,15,67
20153,interest,interest,16,84
20154,,NO_TOPIC,14,55
20155,,NO_TOPIC,10,42
20156,,NO_TOPIC,11,45
20157,,NO_TOPIC,103,605
20158,,NO_TOPIC,65,444
20159,interest,interest,197,1092
20160,,NO_TOPIC,158,952
20161,earn,earn,76,302
20162,,NO_TOPIC,16,82
20163,,NO_TOPIC,13,80
20164,,NO_TOPIC,12,78
20165,earn,earn,55,205
20166,earn,earn,70,285
20167,,NO_TOPIC,16,82
20168,earn,earn,276,1460
20169,,NO_TOPIC,12,48
20170,earn,earn,73,310
20171,,NO_TOPIC,10,38
20172,,NO_TOPIC,13,55
20173,,NO_TOPIC,12,55
20174,earn,earn,187,914
20175,,NO_TOPIC,14,67
20176,earn,earn,126,587
20177,,NO_TOPIC,10,67
20178,,NO_TOPIC,15,79
20179,,NO_TOPIC,6,36
20180,earn,earn,104,447
20181,earn,earn,64,226
20182,,NO_TOPIC,11,66
20183,,NO_TOPIC,11,51
20184,,NO_TOPIC,161,997
20185,,NO_TOPIC,12,42
20186,coffee,coffee,527,3145
20187,earn,earn,134,599
20188,,NO_TOPIC,52,290
20189,earn,earn,57,219
20190,,NO_TOPIC,96,523
20191,earn,earn,90,378
20192,,NO_TOPIC,14,76
20193,acq,acq,8,65
20194,,NO_TOPIC,10,55
20195,earn,earn,41,155
20196,,NO_TOPIC,64,360
20197,,NO_TOPIC,11,72
20198,,NO_TOPIC,11,46
20199,,NO_TOPIC,242,1469
20200,,NO_TOPIC,11,64
20201,,NO_TOPIC,11,48
20202,,NO_TOPIC,189,1105
20203,,NO_TOPIC,14,58
20204,,NO_TOPIC,88,530
20205,,NO_TOPIC,11,47
20206,earn,earn,73,268
20207,earn,earn,68,287
20208,meal-feed;soy-meal;oilseed;soybean;sunseed;rapeseed,meal-feed,241,1284
20209,,NO_TOPIC,41,236
20210,acq,acq,58,380
20211,,NO_TOPIC,9,43
20212,,NO_TOPIC,162,958
20213,earn,earn,77,286
20214,earn,earn,0,0
20215,earn,earn,56,219
20216,acq,acq,226,1402
20217,earn,earn,120,514
20218,,NO_TOPIC,10,37
20219,,NO_TOPIC,22,108
20220,earn,earn,70,341
20221,earn,earn,41,167
20222,,NO_TOPIC,11,48
20223,earn,earn,55,211
20224,,NO_TOPIC,66,435
20225,,NO_TOPIC,294,1530
20226,earn,earn,143,638
20227,,NO_TOPIC,13,57
20228,earn,earn,91,374
20229,,NO_TOPIC,11,79
20230,rubber,rubber,90,563
20231,grain;wheat,grain,418,2291
20232,veg-oil,veg-oil,342,1967
20233,earn,earn,55,216
20234,earn,earn,46,201
20235,earn,earn,76,283
20236,,NO_TOPIC,55,336
20237,earn,earn,155,676
20238,,NO_TOPIC,131,760
20239,grain;wheat,grain,89,462
20240,,NO_TOPIC,11,58
20241,earn,earn,156,736
20242,,NO_TOPIC,23,116
20243,,NO_TOPIC,165,1008
20244,,NO_TOPIC,12,54
20245,,NO_TOPIC,141,748
20246,,NO_TOPIC,11,45
20247,cpi,cpi,81,415
20248,trade;jobs,trade,0,0
20249,earn,earn,59,224
20250,,NO_TOPIC,121,707
20251,earn,earn,33,133
20252,earn,earn,54,208
20253,,NO_TOPIC,55,327
20254,,NO_TOPIC,15,62
20255,earn,earn,95,376
20256,earn,earn,77,339
20257,earn,earn,40,159
20258,grain;wheat,grain,35,213
20259,money-fx,money-fx,544,3212
20260,,NO_TOPIC,12,69
20261,ship,ship,100,615
20262,interest,interest,655,3727
20263,money-fx;interest,money-fx,93,559
20264,reserves,reserves,248,1343
20265,interest,interest,14,70
20266,earn,earn,57,222
20267,rubber,rubber,117,655
20268,,NO_TOPIC,86,517
20269,earn,earn,55,205
20270,crude,crude,440,2503
20271,,NO_TOPIC,12,54
20272,,NO_TOPIC,97,554
20273,earn,earn,65,273
20274,earn,earn,91,384
20275,interest,interest,17,85
20276,,NO_TOPIC,114,608
20277,,NO_TOPIC,13,61
20278,earn,earn,54,209
20279,earn,earn,105,468
20280,,NO_TOPIC,12,46
20281,,NO_TOPIC,12,72
20282,,NO_TOPIC,179,1065
20283,,NO_TOPIC,226,1268
20284,earn,earn,57,223
20285,,NO_TOPIC,227,1232
20286,earn,earn,118,532
